motion_index,joint_index,joint_name,err_abs_mean,err_abs_p95,corr_err_vel_abs,corr_err_acc_abs,corr_err_current_abs,reg_r2,reg_beta_vel_abs,reg_beta_acc_abs,reg_beta_current_abs
2,0,idx11_head_joint1,0.000434517307439819,0.0016489478060975652,0.5644666265033308,0.6237027158811908,,0.4338168672583733,0.2772950154892565,0.4445917554282138,
2,1,idx12_head_joint2,0.002445584163069725,0.0027098298072814942,-0.16018027894215017,-0.17464196461416379,,0.03284261226235685,-0.07047494850117943,-0.12341773296368559,
2,2,idx21_arm_l_joint1,0.09152217209339142,0.11857727766036986,-0.00907863023584226,-0.04384280857075324,-0.14633100802139978,0.024159882436096125,0.04726293855240699,-0.07176068243638525,-0.14653610062586217
2,3,idx22_arm_l_joint2,0.057499680668115616,0.08625226616859433,-0.1669802062907267,-0.09140992154198539,-0.25449765474894,0.10149229408539784,-0.20754072144787927,0.027141882139225124,-0.27237240747674113
2,4,idx23_arm_l_joint3,0.07261741161346436,0.11224085092544539,-0.10410197855083499,-0.048187684232854786,-0.012657927664084632,0.014728148396481844,-0.1886268467529903,0.10448897750226949,-0.010017618898504665
2,5,idx24_arm_l_joint4,0.04340425506234169,0.1199316143989563,-0.0935326320066474,-0.09433278633009684,-0.10781118814395511,0.016531822768431348,-0.030852820327361766,-0.05000893291004653,-0.08281696407671194
2,6,idx25_arm_l_joint5,0.019517159089446068,0.041098263859748796,0.5167746483980071,0.1813232403523984,0.003591742497879656,0.2824728596190783,0.5987733519987475,-0.14874162406804192,0.0034201842510879765
2,7,idx26_arm_l_joint6,0.016981344670057297,0.02823286056518554,-0.01877247455180371,-0.0518824715215912,-0.008818013352942449,0.003175208161012688,0.023163476466795396,-0.06765589251825882,-0.011327836857658218
2,8,idx27_arm_l_joint7,0.008114009164273739,0.036747333407402036,0.7977111030156173,0.23127101682241474,0.0751524148561163,0.7319726200623808,1.025994967569681,-0.3840032794122827,0.03105517888130059
2,9,idx61_arm_r_joint1,0.1096353530883789,0.12815446853637694,0.00659896584721961,-0.07628359065344832,0.15496374200631308,0.03552897972759472,0.1072532236083194,-0.15226493606418826,0.14975053527979226
2,10,idx62_arm_r_joint2,0.035530414432287216,0.06914577484130859,-0.2926371528777968,-0.1151884337202844,0.2497073484813247,0.13957307138120933,-0.30776290937092166,0.061389300477533965,0.22659143807671467
2,11,idx63_arm_r_joint3,0.09386482834815979,0.1707323908805847,-0.07170055216024303,-0.03904086284763557,0.1275998706618255,0.023914001545032204,-0.15558998624473325,0.09367982612100186,0.12864789579110217
2,12,idx64_arm_r_joint4,0.02769397385418415,0.050266978144645584,0.05321816858758626,-0.0006681442194713745,0.04319319302984273,0.012602233581642142,0.1941945178144601,-0.16403357827747336,0.04996062470285541
2,13,idx65_arm_r_joint5,0.018886152654886246,0.038602095842361434,0.07611098684619581,0.006084431429431402,0.01762286305529068,0.012023453424697794,0.16399195843859826,-0.11733698768550228,0.0145148088594784
2,14,idx66_arm_r_joint6,0.00997989997267723,0.03195705413818359,0.30367451821834,0.0760441236779379,-0.021378080915124956,0.11560043703142608,0.4272282059803272,-0.19440509569467362,-0.0301936621090744
2,15,idx67_arm_r_joint7,0.007610314060002565,0.0335283026099205,0.24604683199975833,0.028073526152866075,0.07032606431118199,0.2010160278753178,0.8820812827627812,-0.7345337904171287,0.06546187826352695
2,16,idx41_gripper_l_outer_joint1,0.12505416572093964,0.7855500102043151,0.1621510533892274,0.1418791746827826,,0.028259664084395952,0.12184405756340719,0.05992790570062209,
2,17,idx81_gripper_r_outer_joint1,0.11158180981874466,0.7799234092235565,0.18973083322087053,0.1394939313054828,,0.03680710741085147,0.16741176457822493,0.036158804754041915,
