motion_index,joint_index,joint_name,err_abs_mean,err_abs_p95,corr_err_vel_abs,corr_err_acc_abs,corr_err_current_abs,reg_r2,reg_beta_vel_abs,reg_beta_acc_abs,reg_beta_current_abs
1,0,idx11_head_joint1,0.0004325862682890147,0.0015598159981891511,0.4935219267061815,0.517671410932025,,0.3112052508974634,0.27271749908673887,0.3411685126356643,
1,1,idx12_head_joint2,0.002496464643627405,0.002767482399940491,-0.15538475495407583,-0.18744343664017662,,0.03656792502500916,-0.05169938089884165,-0.15223061369463411,
1,2,idx21_arm_l_joint1,0.0887690931558609,0.12404389381408691,-0.017910820296262165,-0.024971457085112655,-0.48212932222745325,0.2329115572230689,-0.021637445985204506,0.00014073097331429238,-0.48229285453855775
1,3,idx22_arm_l_joint2,0.05802809074521065,0.08047088384628295,-0.4719709703273904,-0.20764509128690353,-0.23504424867341575,0.2542022693726389,-0.4944056578736289,0.08424203302112074,-0.16315904832379272
1,4,idx23_arm_l_joint3,0.06887897849082947,0.09864809513092039,-0.051820456819787315,-0.024866223575120493,0.03187271046912053,0.005837610023803896,-0.14219040937593724,0.10227403662873677,0.03176407341544649
1,5,idx24_arm_l_joint4,0.048327259719371796,0.11916346549987793,-0.0821117770616005,-0.03751360419685748,-0.058208509361447724,0.0114647642459893,-0.11684131264833887,0.04542418121636067,-0.06141269076559717
1,6,idx25_arm_l_joint5,0.02044754847884178,0.03997092545032501,0.1048833523461054,0.006698233587959988,-0.11343569514677189,0.037017261844446536,0.24542880546614654,-0.18465703993567512,-0.11030691825723433
1,7,idx26_arm_l_joint6,0.014175286516547203,0.02843751311302183,0.21413856820796545,0.18576698322318963,-0.0498675784189706,0.05240302124758056,0.16129427044046715,0.08319649265543166,-0.04829862881500188
1,8,idx27_arm_l_joint7,0.007795208599418402,0.04201142787933349,0.5633797188745855,0.12522672182928338,-0.09283999505859837,0.49512528946240897,1.0062838703793524,-0.6096337388877908,-0.04898535479925434
1,9,idx61_arm_r_joint1,0.11011845618486404,0.1273113965988159,-0.10381832383518928,-0.0737318367931171,0.006647155228349204,0.012094554383074163,-0.16538736438772422,0.07004919092447112,0.013414902840475015
1,10,idx62_arm_r_joint2,0.03328222781419754,0.06775835752487182,-0.18097711218162488,-0.04695698324678577,0.0002881928982270777,0.040769026257510776,-0.2549104143428832,0.11434801039739602,0.01913028836606854
1,11,idx63_arm_r_joint3,0.11683779209852219,0.18331208229064935,-0.1786841147220841,-0.03642078606967187,0.03213677872867778,0.06754245525299318,-0.4362518902380915,0.31751554029984236,0.03595064790952135
1,12,idx64_arm_r_joint4,0.02223476767539978,0.0510308802127838,0.18884521455253625,0.09020413079058519,-0.006188706801357551,0.03672710321130712,0.21382375079844926,-0.03992972530196778,0.008186317870502263
1,13,idx65_arm_r_joint5,0.02294820174574852,0.042936706542968744,0.03952016663944007,-0.013699898423557033,-0.009556658345112507,0.00648187815011636,0.12554855323901976,-0.11099853501535674,5.129932311217361e-05
1,14,idx66_arm_r_joint6,0.013433764688670635,0.0244847297668457,0.021399220037539544,-0.054013541584619684,-0.04393420813395245,0.010584442697106455,0.10322526254683696,-0.12036364520633903,-0.04266005726313435
1,15,idx67_arm_r_joint7,0.008868815377354622,0.04413277953863142,0.49281036354509894,0.06908365130125219,0.04175624559296403,0.5130784307937499,1.158075871646435,-0.8444316767173754,0.016837313004416765
1,16,idx41_gripper_l_outer_joint1,0.11150475591421127,0.7833190441131592,0.16616523541196832,0.10326022246804462,,0.02761640639594609,0.16435535440247895,0.0029659072304985207,
1,17,idx81_gripper_r_outer_joint1,0.12212853133678436,0.7780736923217774,0.16545079445972893,0.12970230083297604,,0.028302033260922177,0.13988070974145944,0.03977307011114664,
