motion_index,time_index,timestamp,end_wrench_00,end_wrench_01,end_wrench_02,end_wrench_03,end_wrench_04,end_wrench_05,end_wrench_06,end_wrench_07,end_wrench_08,end_wrench_09,end_wrench_10,end_wrench_11,end_velocity_00,end_velocity_01,end_velocity_02,end_velocity_03,end_velocity_04,end_velocity_05,end_velocity_06,end_velocity_07,end_velocity_08,end_velocity_09,end_velocity_10,end_velocity_11,joint_position_00,joint_position_01,joint_position_02,joint_position_03,joint_position_04,joint_position_05,joint_position_06,joint_position_07,joint_position_08,joint_position_09,joint_position_10,joint_position_11,joint_position_12,joint_position_13,joint_current_00,joint_current_01,joint_current_02,joint_current_03,joint_current_04,joint_current_05,joint_current_06,joint_current_07,joint_current_08,joint_current_09,joint_current_10,joint_current_11,joint_current_12,joint_current_13
0,20,0.4,-2.6570000648498535,-3.6649999618530273,0.41100001335144043,0.2199999988079071,-0.014999999664723873,0.008999999612569809,6.026000022888184,-5.659999847412109,3.568000078201294,-0.1940000057220459,-0.10199999809265137,0.10499999672174454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0743441581726074,0.6111513376235962,0.2796013653278351,-1.2838836908340454,0.7304395437240601,1.495360255241394,-0.18760496377944946,1.0742219686508179,-0.6111687421798706,-0.2795315384864807,1.2839710712432861,-0.7304570078849792,-1.4953254461288452,0.18762239813804626,-1429.0,-628.0,-1761.0,-428.0,-468.0,-188.0,-93.0,709.0,1452.0,1220.0,1217.0,998.0,-76.0,173.0
0,21,0.42,-2.6786000728607178,-3.653599977493286,0.4374000132083893,0.2199999988079071,-0.01380000077188015,0.008400000631809235,6.018799781799316,-5.644399642944336,3.575200080871582,-0.19340001046657562,-0.10260000079870224,0.10440000146627426,0.0,0.0,0.0,0.0,0.00019846917712129653,0.0012670217547565699,-0.000186764111276716,0.0,0.0,0.0,0.0,0.0,-1.0743441581726074,0.61113041639328,0.2796013653278351,-1.2838941812515259,0.7304185628890991,1.495381236076355,-0.18761542439460754,1.0742324590682983,-0.6111583113670349,-0.27952107787132263,1.2839919328689575,-0.7304570078849792,-1.4953254461288452,0.18762239813804626,-1432.0,-627.4000244140625,-1769.4000244140625,-423.20001220703125,-465.6000061035156,-185.60000610351562,-98.4000015258789,717.4000244140625,1446.0,1217.0,1214.0,990.7999877929688,-77.19999694824219,167.60000610351562
0,22,0.44,-2.690200090408325,-3.6447999477386475,0.4564000070095062,0.2199999988079071,-0.013199999928474426,0.00800000037997961,6.004799842834473,-5.631399631500244,3.5657999515533447,-0.19300000369548798,-0.10279999673366547,0.10419999808073044,0.0,0.0,0.0,0.0,0.0003307513252366334,0.002111707581207156,-0.000311277894070372,0.0,0.0,0.0,0.0,0.0,-1.074337124824524,0.6111164689064026,0.2796083390712738,-1.2838941812515259,0.7304046154022217,1.4953951835632324,-0.18762239813804626,1.0742255449295044,-0.6111547946929932,-0.27951759099960327,1.284005880355835,-0.7304570078849792,-1.4953254461288452,0.18761542439460754,-1434.5999755859375,-625.4000244140625,-1774.5999755859375,-424.79998779296875,-465.0,-181.60000610351562,-100.80000305175781,721.4000244140625,1442.0,1214.199951171875,1216.0,987.0,-79.0,166.60000610351562
0,23,0.46,-2.68179988861084,-3.641200065612793,0.46060001850128174,0.2199999988079071,-0.01380000077188015,0.00800000037997961,5.977200031280518,-5.623600006103516,3.523200035095215,-0.19300000369548798,-0.10220000147819519,0.10480000078678131,0.0,0.0,0.0,0.0,0.00033065915340557694,0.0021117201540619135,-0.00031129084527492523,0.0,0.0,0.0,0.0,0.0,-1.0743162631988525,0.6111164689064026,0.27962926030158997,-1.283873200416565,0.7304046154022217,1.4953951835632324,-0.18762239813804626,1.0741835832595825,-0.6111652851104736,-0.27952805161476135,1.284005880355835,-0.7304570078849792,-1.4953254461288452,0.187594473361969,-1436.4000244140625,-620.5999755859375,-1773.4000244140625,-439.20001220703125,-468.0,-174.39999389648438,-97.19999694824219,716.5999755859375,1442.0,1211.800048828125,1228.0,990.0,-82.0,174.39999389648438
0,24,0.48,-2.6801998615264893,-3.626000165939331,0.451200008392334,0.22040000557899475,-0.01360000018030405,0.00800000037997961,5.986400127410889,-5.628599643707275,3.5278000831604004,-0.19340001046657562,-0.10279999673366547,0.10459999740123749,0.0,0.0,0.0,0.0,0.0001983770780498162,0.0012670346768572927,-0.00018677710613701493,0.0,0.0,0.0,0.0,0.0,-1.0743231773376465,0.6111164689064026,0.2796153128147125,-1.283866286277771,0.7304046154022217,1.4953951835632324,-0.18762239813804626,1.074190616607666,-0.6111617684364319,-0.27951061725616455,1.283984899520874,-0.7304570078849792,-1.4953323602676392,0.1876014620065689,-1437.800048828125,-622.2000122070312,-1778.5999755859375,-438.3999938964844,-465.3999938964844,-174.39999389648438,-100.0,721.0,1438.0,1213.4000244140625,1224.4000244140625,990.5999755859375,-78.5999984741211,175.0
0,25,0.5,-2.681999921798706,-3.6050000190734863,0.4350000023841858,0.22100000083446503,-0.013000000268220901,0.00800000037997961,6.013999938964844,-5.639999866485596,3.555999994277954,-0.1940000057220459,-0.10400000214576721,0.10400000214576721,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-1.0743441581726074,0.6111164689064026,0.2795839011669159,-1.283866286277771,0.7304046154022217,1.4953951835632324,-0.18762239813804626,1.0742219686508179,-0.6111513376235962,-0.2794792056083679,1.2839535474777222,-0.7304570078849792,-1.4953428506851196,0.18762239813804626,-1439.0,-627.0,-1787.0,-430.0,-460.0,-178.0,-106.0,730.0,1432.0,1217.0,1213.0,990.0,-72.0,172.0
0,26,0.52,-2.6651999950408936,-3.609799861907959,0.4745999574661255,0.2215999960899353,-0.013000000268220901,0.008599999360740185,6.029600143432617,-5.6579999923706055,3.577000141143799,-0.19340001046657562,-0.10339999943971634,0.10400000214576721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0743441581726074,0.6111059784889221,0.27959439158439636,-1.2838767766952515,0.7304046154022217,1.4953951835632324,-0.18762239813804626,1.0742324590682983,-0.61113041639328,-0.27951061725616455,1.2839640378952026,-0.7304465174674988,-1.4953428506851196,0.1876014620065689,-1426.4000244140625,-624.5999755859375,-1784.5999755859375,-433.6000061035156,-462.3999938964844,-181.0,-106.5999984741211,722.7999877929688,1432.5999755859375,1210.4000244140625,1215.4000244140625,995.4000244140625,-72.0,177.39999389648438
0,27,0.54,-2.649199962615967,-3.606799840927124,0.5023999810218811,0.22200000286102295,-0.013000000268220901,0.008799999952316284,6.032400131225586,-5.669400215148926,3.5754001140594482,-0.1932000070810318,-0.10300000011920929,0.10400000214576721,0.0,0.0,0.0,0.0,0.00013228929310571402,0.0008446826250292361,-0.0001245069579454139,0.0,0.0,0.0,0.0,0.0,-1.074337124824524,0.6111094951629639,0.2795978784561157,-1.2838802337646484,0.7304046154022217,1.4953951835632324,-0.18761542439460754,1.0742360353469849,-0.6111268997192383,-0.27952805161476135,1.2839710712432861,-0.7304430603981018,-1.4953393936157227,0.187594473361969,-1420.0,-623.4000244140625,-1782.199951171875,-430.4000244140625,-464.0,-182.60000610351562,-107.19999694824219,719.2000122070312,1433.800048828125,1206.4000244140625,1220.7999267578125,998.5999755859375,-73.39999389648438,176.40000915527344
0,28,0.56,-2.6348001956939697,-3.588200092315674,0.506600022315979,0.22200000286102295,-0.013000000268220901,0.008200000040233135,6.009599685668945,-5.667599678039551,3.528599977493286,-0.19380000233650208,-0.10300000011920929,0.10400000214576721,0.0,0.0,0.0,0.0,0.0005291588022373617,0.0033787412103265524,-0.0004980294033885002,0.0,0.0,0.0,0.0,0.0,-1.0743162631988525,0.6111408472061157,0.27958738803863525,-1.283869743347168,0.7304046154022217,1.4953951835632324,-0.187594473361969,1.0742254257202148,-0.6111583113670349,-0.27951759099960327,1.2839710712432861,-0.7304534912109375,-1.4953289031982422,0.18761542439460754,-1426.0,-624.5999755859375,-1779.800048828125,-413.6000061035156,-464.0,-181.39999389648438,-107.80000305175781,722.7999877929688,1436.199951171875,1207.5999755859375,1232.199951171875,997.4000244140625,-77.5999984741211,162.60000610351562
0,29,0.58,-2.6092000007629395,-3.571200132369995,0.49960002303123474,0.2224000096321106,-0.013799999840557575,0.00800000037997961,5.9944000244140625,-5.648599624633789,3.52620005607605,-0.1940000057220459,-0.10220000147819519,0.10440000146627426,0.0,0.0,0.0,0.0,0.0003968692908529192,0.0025340570136904716,-0.0003735222271643579,0.0,0.0,0.0,0.0,0.0,-1.0743231773376465,0.6111373901367188,0.2795839011669159,-1.283866286277771,0.7304046154022217,1.495381236076355,-0.1875944882631302,1.0742429494857788,-0.6111617684364319,-0.2795141041278839,1.2839710712432861,-0.7304570078849792,-1.4953254461288452,0.18762239813804626,-1428.0,-624.5999755859375,-1784.199951171875,-411.6000061035156,-464.79998779296875,-180.60000610351562,-104.4000015258789,724.0,1437.0,1213.199951171875,1229.5999755859375,993.7999877929688,-76.5999984741211,162.39999389648438
0,30,0.6,-2.578000068664551,-3.555000066757202,0.4870000183582306,0.22300000488758087,-0.014999997802078724,0.00800000037997961,5.982999801635742,-5.620999813079834,3.5460000038146973,-0.1940000057220459,-0.10100000351667404,0.10499999672174454,0.0,0.0,0.0,0.0,4.731045000205825e-10,3.020827810118476e-09,-4.452726520831618e-10,0.0,0.0,0.0,0.0,0.0,-1.0743441581726074,0.6111164689064026,0.2795839011669159,-1.283866286277771,0.7304046154022217,1.495360255241394,-0.18760496377944946,1.0742743015289307,-0.6111513376235962,-0.2795141041278839,1.2839710712432861,-0.7304570078849792,-1.4953254461288452,0.18762239813804626,-1428.0,-624.0,-1792.0,-417.0,-466.0,-180.0,-99.00000762939453,724.0,1437.0,1221.0,1220.0,989.0,-73.00000762939453,168.99998474121094
0,31,0.62,-2.582200050354004,-3.546599864959717,0.4983999729156494,0.22360000014305115,-0.014400000683963299,0.008599999360740185,6.005199909210205,-5.642000198364258,3.563999891281128,-0.19340001046657562,-0.10159999877214432,0.10499999672174454,0.0,0.0,0.0,0.0,0.00019843778864014894,0.001267027691937983,-0.00018675751925911754,0.0,0.0,0.0,0.0,0.0,-1.0743441581726074,0.6111164689064026,0.27959439158439636,-1.283866286277771,0.730394184589386,1.495381236076355,-0.18760496377944946,1.0742534399032593,-0.6111513376235962,-0.2795141041278839,1.2839605808258057,-0.7304570078849792,-1.4953359365463257,0.18761193752288818,-1428.5999755859375,-624.5999755859375,-1790.800048828125,-423.0,-464.79998779296875,-181.8000030517578,-105.0,733.5999755859375,1436.4000244140625,1219.800048828125,1222.4000244140625,998.0,-78.4000015258789,166.0
0,32,0.64,-2.5952000617980957,-3.538800001144409,0.5054000020027161,0.2240000069141388,-0.014000000432133675,0.008799999952316284,6.013999938964844,-5.6570000648498535,3.5706000328063965,-0.1932000070810318,-0.10199999809265137,0.10520000010728836,0.0,0.0,0.0,0.0,0.0003307297301944345,0.0021117134019732475,-0.0003112626145593822,0.0,0.0,0.0,0.0,0.0,-1.0743476152420044,0.6111234426498413,0.2796013653278351,-1.283873200416565,0.7303906679153442,1.4953951835632324,-0.18760496377944946,1.0742394924163818,-0.6111547946929932,-0.2795141041278839,1.2839570045471191,-0.7304570078849792,-1.4953393936157227,0.18760845065116882,-1429.4000244140625,-623.7999877929688,-1790.800048828125,-423.6000061035156,-463.20001220703125,-182.39999389648438,-106.19999694824219,740.0,1433.4000244140625,1220.5999755859375,1227.199951171875,1002.4000244140625,-81.0,166.0
0,33,0.66,-2.6257998943328857,-3.5321998596191406,0.503600001335144,0.2240000069141388,-0.014000000432133675,0.00820000097155571,5.995999813079834,-5.659999847412109,3.5543999671936035,-0.19380000233650208,-0.10199999809265137,0.10579999536275864,0.0,0.0,0.0,0.0,0.0003307297301944345,0.0021117134019732475,-0.0003112626145593822,0.0,0.0,0.0,0.0,0.0,-1.0743581056594849,0.6111443638801575,0.2796013653278351,-1.2838941812515259,0.7304011583328247,1.4953951835632324,-0.18760496377944946,1.0742394924163818,-0.6111652851104736,-0.2795141041278839,1.2839676141738892,-0.7304570078849792,-1.4953289031982422,0.1876189112663269,-1430.5999755859375,-620.2000122070312,-1793.199951171875,-413.3999938964844,-460.79998779296875,-180.60000610351562,-97.80000305175781,740.0,1425.5999755859375,1225.4000244140625,1236.800048828125,997.5999755859375,-78.0,172.0
0,34,0.68,-2.621999979019165,-3.5404000282287598,0.4910000264644623,0.22360000014305115,-0.014000000432133675,0.00800000037997961,5.9944000244140625,-5.646599769592285,3.5322000980377197,-0.19359999895095825,-0.10199999809265137,0.10559999942779541,0.0,0.0,0.0,0.0,0.00019843790505547076,0.0012670285068452358,-0.00018675763567443937,0.0,0.0,0.0,0.0,0.0,-1.0743615627288818,0.6111373901367188,0.27959439158439636,-1.2838941812515259,0.7304046154022217,1.4953951835632324,-0.18761193752288818,1.0742255449295044,-0.6111687421798706,-0.2795141041278839,1.2839640378952026,-0.7304570078849792,-1.4953323602676392,0.18761542439460754,-1433.0,-621.0,-1788.4000244140625,-419.1999816894531,-460.79998779296875,-178.39999389648438,-101.39999389648438,738.0,1424.199951171875,1218.5999755859375,1240.0,1000.7999877929688,-76.5999984741211,173.1999969482422
0,35,0.7000000000000001,-2.6010000705718994,-3.555999994277954,0.4729999899864197,0.22300000488758087,-0.014000000432133675,0.00800000037997961,6.000999927520752,-5.625,3.506999969482422,-0.19300000369548798,-0.10199999809265137,0.10499999672174454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0743615627288818,0.6111164689064026,0.2795839011669159,-1.2838836908340454,0.7304046154022217,1.4953951835632324,-0.18762239813804626,1.0742045640945435,-0.6111687421798706,-0.2795141041278839,1.2839535474777222,-0.7304570078849792,-1.4953428506851196,0.18760496377944946,-1436.0,-624.0,-1780.0,-433.0,-462.0,-176.0,-111.0,735.0,1426.0,1206.0,1240.0,1008.0,-76.0,172.0
0,36,0.72,-2.6298000812530518,-3.5728001594543457,0.4724000096321106,0.2224000096321106,-0.013400000520050526,0.008599999360740185,6.021999835968018,-5.629799842834473,3.51419997215271,-0.19300000369548798,-0.10199999809265137,0.10499999672174454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0743615627288818,0.6111373901367188,0.27959439158439636,-1.2838836908340454,0.7304046154022217,1.4953951835632324,-0.18762239813804626,1.0742045640945435,-0.6111583113670349,-0.27949315309524536,1.2839535474777222,-0.7304570078849792,-1.4953428506851196,0.18760496377944946,-1430.0,-621.0,-1784.800048828125,-421.6000061035156,-462.6000061035156,-175.39999389648438,-105.5999984741211,733.7999877929688,1434.4000244140625,1212.0,1239.4000244140625,998.4000244140625,-77.80000305175781,165.40000915527344
0,37,0.74,-2.651399850845337,-3.592600107192993,0.4710000157356262,0.22179999947547913,-0.013000000268220901,0.008999999612569809,6.023799896240234,-5.64300012588501,3.517199993133545,-0.1932000070810318,-0.10180000215768814,0.10499999672174454,0.0,0.0,0.0,0.0,-0.00013226550072431564,-0.0008446856518276036,0.00012452216469682753,0.0,0.0,0.0,0.0,0.0,-1.0743581056594849,0.6111547946929932,0.2796013653278351,-1.2838802337646484,0.7304046154022217,1.4953951835632324,-0.18761542439460754,1.074211597442627,-0.6111513376235962,-0.279489666223526,1.2839640378952026,-0.7304570078849792,-1.4953393936157227,0.1876014769077301,-1423.5999755859375,-618.7999877929688,-1790.199951171875,-412.3999938964844,-463.6000061035156,-173.8000030517578,-100.80000305175781,733.7999877929688,1441.199951171875,1214.199951171875,1239.199951171875,992.2000122070312,-79.79999542236328,160.39999389648438
0,38,0.76,-2.658600091934204,-3.6184000968933105,0.46799999475479126,0.22120000422000885,-0.013000000268220901,0.008999999612569809,5.987199783325195,-5.672999858856201,3.5118000507354736,-0.19380000233650208,-0.10119999945163727,0.10499999672174454,0.0,0.0,0.0,0.0,-0.0005290629342198372,-0.0033787486609071493,0.0004980895319022238,0.0,0.0,0.0,0.0,0.0,-1.0743476152420044,0.6111652851104736,0.2796013653278351,-1.283869743347168,0.7304046154022217,1.4953951835632324,-0.187594473361969,1.0742324590682983,-0.6111513376235962,-0.27952107787132263,1.2839953899383545,-0.7304570078849792,-1.4953289031982422,0.18759098649024963,-1416.4000244140625,-618.2000122070312,-1796.800048828125,-407.6000061035156,-465.3999938964844,-170.1999969482422,-97.19999694824219,736.2000122070312,1444.800048828125,1208.800048828125,1239.800048828125,992.7999877929688,-82.20000457763672,158.60000610351562
0,39,0.78,-2.65939998626709,-3.625,0.43860000371932983,0.22100000083446503,-0.013000000268220901,0.008999999612569809,6.019799709320068,-5.696599960327148,3.5383999347686768,-0.19439999759197235,-0.10260000079870224,0.10459999740123749,0.0,0.0,0.0,0.0,-0.00039679696783423424,-0.002534060040488839,0.0003735669597517699,0.0,0.0,0.0,0.0,0.0,-1.0743441581726074,0.6111617684364319,0.2796013653278351,-1.283873200416565,0.7304046154022217,1.4953951835632324,-0.1875944882631302,1.0742255449295044,-0.6111513376235962,-0.27951061725616455,1.284005880355835,-0.7304570078849792,-1.4953254461288452,0.1876014620065689,-1409.5999755859375,-623.2000122070312,-1797.4000244140625,-407.6000061035156,-464.0,-175.40000915527344,-98.4000015258789,735.0,1444.0,1201.800048828125,1234.4000244140625,995.7999877929688,-82.5999984741211,158.0
0,40,0.8,-2.6570000648498535,-3.621999979019165,0.3960000276565552,0.22100000083446503,-0.013000000268220901,0.008999999612569809,6.086999893188477,-5.7170000076293945,3.5810000896453857,-0.19499999284744263,-0.10499999672174454,0.10400000214576721,0.0,0.0,0.0,0.0,-2.3650928437923824e-10,-1.5104165695944971e-09,2.226631240498378e-10,0.0,0.0,0.0,0.0,0.0,-1.0743441581726074,0.6111513376235962,0.2796013653278351,-1.2838836908340454,0.7304046154022217,1.4953951835632324,-0.18760496377944946,1.0742045640945435,-0.6111513376235962,-0.2794792056083679,1.284005880355835,-0.7304570078849792,-1.4953254461288452,0.18762239813804626,-1403.0,-631.0,-1795.0,-410.0,-461.0,-185.0,-102.0,732.0,1441.0,1194.0,1226.0,1000.0,-82.0,158.0
0,41,0.8200000000000001,-2.6521999835968018,-3.6172001361846924,0.43800002336502075,0.219200000166893,-0.01360000018030405,0.007199999410659075,6.073200225830078,-5.697800159454346,3.561800003051758,-0.19380000233650208,-0.10260000079870224,0.10159999877214432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.074354648590088,0.6111513376235962,0.2795908749103546,-1.2838523387908936,0.7304046154022217,1.4953951835632324,-0.18761542439460754,1.0742045640945435,-0.61113041639328,-0.27950015664100647,1.2839850187301636,-0.7304570078849792,-1.4953359365463257,0.18762239813804626,-1322.5999755859375,-638.7999877929688,-1787.199951171875,-290.5999450683594,-492.20001220703125,-218.60000610351562,-79.79999542236328,595.7999267578125,1504.5999755859375,1231.800048828125,1103.0,1025.800048828125,-33.99998092651367,133.39999389648438
